,gender,age,race,field_cd,attr,sinc,intel,fun,amb,shar,like,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,match,like_o
2209,1,22.0,2.0,10.0,10.0,8.0,8.0,9.0,8.0,5.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,0,9.0
2210,1,22.0,2.0,10.0,7.0,10.0,9.0,6.0,5.0,2.0,6.0,8.0,8.0,8.0,8.0,9.0,9.0,0,8.0
2212,1,22.0,2.0,10.0,9.0,9.0,8.0,9.0,7.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,6.0,1,8.0
2213,1,22.0,2.0,10.0,7.0,8.0,8.0,10.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,1,7.0
2214,1,22.0,2.0,10.0,7.0,9.0,10.0,8.0,8.0,4.0,5.0,8.0,9.0,10.0,7.0,9.0,5.0,0,8.0
2215,1,22.0,2.0,10.0,8.0,8.0,8.0,9.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,0,6.0
2216,1,27.0,4.0,10.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,8.0,10.0,9.0,8.0,8.0,5.0,0,8.0
2218,1,27.0,4.0,10.0,8.0,7.0,7.0,7.0,7.0,5.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,1,9.0
2219,1,27.0,4.0,10.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,9.0,9.0,9.0,8.0,9.0,8.0,0,8.0
2221,1,27.0,4.0,10.0,5.0,7.0,7.0,8.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,0,5.0
2222,1,27.0,4.0,10.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,8.0,8.0,4.0,9.0,7.0,0,8.0
2224,1,27.0,4.0,10.0,6.0,9.0,8.0,5.0,6.0,3.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,0,7.0
2225,1,27.0,4.0,10.0,8.0,7.0,7.0,7.0,6.0,9.0,9.0,9.0,8.0,7.0,7.0,6.0,9.0,1,8.0
2227,1,27.0,4.0,10.0,5.0,7.0,6.0,3.0,7.0,3.0,4.0,5.0,5.0,7.0,6.0,7.0,6.0,0,5.0
2228,1,27.0,4.0,10.0,7.0,6.0,7.0,6.0,7.0,3.0,4.0,5.0,8.0,8.0,7.0,7.0,2.0,0,5.0
2229,1,27.0,4.0,10.0,6.0,5.0,3.0,4.0,7.0,3.0,4.0,2.0,4.0,6.0,4.0,6.0,3.0,0,3.0
2230,1,27.0,4.0,10.0,5.0,7.0,7.0,5.0,9.0,6.0,6.0,7.0,6.0,10.0,3.0,8.0,10.0,0,4.0
2231,1,27.0,4.0,10.0,5.0,5.0,6.0,6.0,7.0,3.0,5.0,3.0,5.0,7.0,2.0,5.0,2.0,0,1.0
2232,1,26.0,2.0,9.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,0,8.0
2233,1,26.0,2.0,9.0,5.0,8.0,7.0,6.0,6.0,4.0,5.0,9.0,8.0,9.0,8.0,9.0,8.0,0,8.0
2234,1,26.0,2.0,9.0,8.0,8.0,8.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,0,7.0
2235,1,26.0,2.0,9.0,6.0,7.0,6.0,8.0,5.0,3.0,5.0,9.0,9.0,8.0,7.0,9.0,7.0,0,9.0
2237,1,26.0,2.0,9.0,7.0,9.0,7.0,8.0,7.0,8.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,0,8.0
2238,1,26.0,2.0,9.0,8.0,8.0,8.0,7.0,6.0,5.0,7.0,7.0,9.0,9.0,8.0,8.0,7.0,0,8.0
2239,1,26.0,2.0,9.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,5.0,6.0,6.0,4.0,4.0,4.0,0,5.0
2241,1,26.0,2.0,9.0,8.0,9.0,8.0,7.0,6.0,5.0,8.0,7.0,5.0,7.0,8.0,7.0,7.0,0,7.5
2243,1,26.0,2.0,9.0,8.0,10.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,1,8.0
2244,1,26.0,2.0,9.0,8.0,10.0,8.0,8.0,7.0,5.0,7.0,9.0,9.0,8.0,9.0,8.0,6.0,1,8.0
2245,1,26.0,2.0,9.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,0,6.0
2246,1,26.0,2.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,6.0,9.0,10.0,7.0,10.0,8.0,1,7.0
2247,1,26.0,2.0,9.0,7.0,6.0,6.0,6.0,7.0,4.0,5.0,5.0,7.0,6.0,5.0,5.0,4.0,0,3.0
2250,1,27.0,2.0,7.0,7.0,7.0,9.0,7.0,6.0,5.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,0,8.0
2252,1,27.0,2.0,7.0,9.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,9.0,10.0,10.0,8.0,8.0,1,10.0
2253,1,27.0,2.0,7.0,9.0,6.0,6.0,8.0,6.0,5.0,6.0,6.0,8.0,8.0,6.0,6.0,5.0,0,5.0
2262,1,27.0,2.0,7.0,8.0,8.0,10.0,7.0,9.0,5.0,7.0,7.0,9.0,10.0,6.0,10.0,6.0,0,6.0
2264,1,30.0,2.0,13.0,8.0,8.0,9.0,7.0,8.0,6.0,6.0,6.0,8.0,7.0,6.0,5.0,7.0,0,7.0
2266,1,30.0,2.0,13.0,7.0,8.0,10.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,0,6.0
2267,1,30.0,2.0,13.0,6.0,8.0,9.0,6.0,8.0,5.0,6.0,8.0,8.0,7.0,7.0,5.0,4.0,0,2.0
2269,1,30.0,2.0,13.0,7.0,8.0,8.0,10.0,8.0,5.0,8.0,7.0,7.0,7.0,5.0,6.0,5.0,1,6.0
2270,1,30.0,2.0,13.0,8.0,8.0,9.0,6.0,9.0,5.0,8.0,6.0,7.0,6.0,1.0,5.0,2.0,0,1.0
2273,1,30.0,2.0,13.0,10.0,9.0,8.0,10.0,7.0,3.0,6.0,8.0,5.0,5.0,4.0,6.0,5.0,0,4.0
2274,1,30.0,2.0,13.0,8.0,9.0,10.0,5.0,9.0,5.0,7.0,8.0,8.0,7.0,8.0,8.0,9.0,1,9.0
2276,1,30.0,2.0,13.0,10.0,8.0,8.0,8.0,10.0,3.0,5.0,7.0,9.0,7.0,5.0,5.0,4.0,0,5.0
2277,1,30.0,2.0,13.0,9.0,9.0,8.0,6.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,4.0,5.0,0,5.0
2278,1,30.0,2.0,13.0,7.0,8.0,7.0,7.0,8.0,6.0,6.0,8.0,5.0,10.0,7.0,8.0,6.0,0,5.0
2279,1,30.0,2.0,13.0,9.0,7.0,8.0,6.0,8.0,5.0,7.0,6.0,7.0,7.0,4.0,5.0,4.0,0,4.0
2296,1,23.0,2.0,10.0,7.0,6.0,7.0,6.0,4.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,1,8.0
2298,1,23.0,2.0,10.0,4.0,6.0,5.0,4.0,5.0,6.0,3.0,6.0,7.0,8.0,7.0,7.0,7.0,0,6.0
2299,1,23.0,2.0,10.0,2.0,6.0,6.0,4.0,5.0,5.0,3.0,10.0,9.0,9.0,8.0,7.0,4.0,0,8.0
2301,1,23.0,2.0,10.0,3.0,6.0,5.0,8.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,0,6.0
2302,1,23.0,2.0,10.0,6.0,5.0,6.0,5.0,4.0,3.0,5.0,3.0,8.0,8.0,5.0,8.0,2.0,0,6.0
2303,1,23.0,2.0,10.0,6.0,6.0,6.0,5.0,4.0,4.0,7.0,4.0,6.0,7.0,7.0,5.0,8.0,0,5.0
2304,1,23.0,2.0,10.0,7.0,5.0,6.0,7.0,5.0,4.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,1,7.0
2305,1,23.0,2.0,10.0,8.0,8.0,5.0,4.0,3.0,4.0,7.0,6.0,3.0,6.0,5.0,4.0,7.0,0,3.0
2308,1,23.0,2.0,10.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,0,8.0
2309,1,23.0,2.0,10.0,6.0,6.0,5.0,4.0,4.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,3.0,0,4.0
2310,1,23.0,2.0,10.0,7.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,9.0,10.0,6.0,9.0,4.0,0,6.0
2311,1,23.0,2.0,10.0,6.0,7.0,6.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,6.0,3.0,4.0,0,3.0
2312,1,23.0,4.0,10.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,9.0,9.0,10.0,9.0,10.0,1,10.0
2314,1,23.0,4.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,0,5.0
2315,1,23.0,4.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,9.0,8.0,8.0,7.0,10.0,0,8.0
2317,1,23.0,4.0,10.0,4.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,8.0,4.0,4.0,3.0,0,4.0
2318,1,23.0,4.0,10.0,7.0,8.0,8.0,6.0,6.0,5.0,7.0,2.0,8.0,8.0,4.0,2.0,2.0,0,5.0
2321,1,23.0,4.0,10.0,9.0,8.0,7.0,7.0,8.0,7.0,8.0,6.0,3.0,7.0,4.0,5.0,4.0,0,4.0
2322,1,23.0,4.0,10.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,7.0,7.0,6.0,7.0,5.0,0,6.0
2324,1,23.0,4.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,9.0,7.0,5.0,7.0,5.0,0,5.0
2325,1,23.0,4.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,4.0,6.0,6.0,3.0,0,4.0
2326,1,23.0,4.0,10.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,9.0,10.0,9.0,10.0,5.0,0,7.0
2327,1,23.0,4.0,10.0,6.0,8.0,8.0,8.0,8.0,8.0,9.0,2.0,8.0,8.0,7.0,6.0,7.0,0,2.0
2328,1,28.0,2.0,10.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10.0
2329,1,28.0,2.0,10.0,7.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,0,8.0
2330,1,28.0,2.0,10.0,8.0,7.0,8.0,9.0,7.0,9.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,0,7.0
2331,1,28.0,2.0,10.0,7.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,7.0,9.0,7.0,7.0,5.0,0,7.0
2335,1,28.0,2.0,10.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,8.0,7.0,7.0,8.0,0,7.0
2336,1,28.0,2.0,10.0,7.0,8.0,9.0,7.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,0,9.0
2338,1,28.0,2.0,10.0,10.0,9.0,8.0,7.0,8.0,6.0,8.0,8.0,9.0,9.0,8.0,8.0,6.0,0,8.0
2340,1,28.0,2.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,1,8.0
2341,1,28.0,2.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,0,8.0
2342,1,28.0,2.0,10.0,8.0,8.0,10.0,8.0,10.0,8.0,8.0,7.0,9.0,10.0,8.0,9.0,10.0,0,9.0
2343,1,28.0,2.0,10.0,10.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,7.0,7.0,8.0,7.0,8.0,1,7.0
2344,1,28.0,4.0,10.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,4.0,7.0,7.0,9.0,8.0,7.0,0,9.0
2345,1,28.0,4.0,10.0,5.0,7.0,7.0,5.0,7.0,3.0,4.0,5.0,5.0,9.0,6.0,7.0,8.0,0,4.0
2347,1,28.0,4.0,10.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,8.0,10.0,9.0,7.0,7.0,10.0,0,9.0
2349,1,28.0,4.0,10.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,4.0,7.0,8.0,4.0,6.0,4.0,0,5.0
2350,1,28.0,4.0,10.0,6.0,6.0,7.0,5.0,8.0,5.0,6.0,3.0,8.0,8.0,4.0,8.0,1.0,0,4.0
2352,1,28.0,4.0,10.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,9.0,6.0,9.0,3.0,0,8.0
2353,1,28.0,4.0,10.0,8.0,7.0,7.0,8.0,7.0,5.0,7.0,3.0,8.0,8.0,3.0,7.0,2.0,0,4.0
2356,1,28.0,4.0,10.0,6.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,10.0,10.0,5.0,9.0,6.0,0,6.0
2357,1,28.0,4.0,10.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,8.0,8.0,3.0,8.0,6.0,0,8.0
2358,1,28.0,4.0,10.0,6.0,8.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,10.0,3.0,10.0,8.0,0,3.0
2359,1,28.0,4.0,10.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,3.0,6.0,7.0,4.0,5.0,3.0,0,3.0
2360,1,29.0,2.0,8.0,7.0,8.0,9.0,9.0,8.0,7.0,7.0,4.0,10.0,9.0,5.0,6.0,2.0,1,7.0
2361,1,29.0,2.0,8.0,5.0,8.0,9.0,6.0,7.0,9.0,6.0,8.0,9.0,9.0,7.0,8.0,8.0,0,9.0
2362,1,29.0,2.0,8.0,8.0,9.0,9.0,9.0,8.0,10.0,8.0,5.0,7.0,8.0,7.0,7.0,6.0,0,6.0
2363,1,29.0,2.0,8.0,6.0,8.0,9.0,5.0,8.0,3.0,6.0,9.0,9.0,9.0,7.0,8.0,5.0,0,8.0
2365,1,29.0,2.0,8.0,5.0,6.0,7.0,9.0,7.0,4.0,9.0,4.0,7.0,9.0,4.0,6.0,3.0,0,5.0
2366,1,29.0,2.0,8.0,7.0,7.0,7.0,6.0,8.0,6.0,8.0,4.0,8.0,8.0,7.0,8.0,5.0,0,9.0
2372,1,29.0,2.0,8.0,9.0,7.0,8.0,8.0,10.0,5.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,1,8.0
2373,1,29.0,2.0,8.0,10.0,8.0,8.0,8.0,9.0,6.0,8.0,4.0,7.0,7.0,4.0,8.0,5.0,0,5.0
2374,1,29.0,2.0,8.0,6.0,8.0,9.0,9.0,10.0,4.0,6.0,5.0,8.0,10.0,2.0,9.0,2.0,0,2.0
2375,1,29.0,2.0,8.0,9.0,8.0,9.0,9.0,10.0,5.0,9.0,5.0,7.0,7.0,6.0,7.0,5.0,0,6.0
2376,1,27.0,2.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,1,8.0
2378,1,27.0,2.0,8.0,4.0,7.0,8.0,5.0,6.0,4.0,4.0,5.0,8.0,7.0,7.0,8.0,7.0,0,7.0
2379,1,27.0,2.0,8.0,2.0,7.0,9.0,2.0,4.0,2.0,3.0,9.0,9.0,9.0,7.0,8.0,7.0,0,9.0
2382,1,27.0,2.0,8.0,7.0,4.0,6.0,9.0,8.0,4.0,6.0,7.0,8.0,8.0,10.0,10.0,7.0,0,9.0
2383,1,27.0,2.0,8.0,6.0,4.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,1,7.0
2385,1,27.0,2.0,8.0,8.0,7.0,8.0,6.0,8.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,8.0,0,7.0
2388,1,27.0,2.0,8.0,7.0,8.0,8.0,5.0,6.0,6.0,6.0,9.0,10.0,10.0,10.0,10.0,8.0,1,8.0
2389,1,27.0,2.0,8.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,7.0,7.0,0,6.0
2390,1,27.0,2.0,8.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,5.0,9.0,10.0,8.0,10.0,7.0,1,8.0
2391,1,27.0,2.0,8.0,8.0,5.0,7.0,8.0,9.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,0,6.0
2392,1,22.0,2.0,2.0,8.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,4.0,8.0,9.0,9.0,9.0,1,8.0
2394,1,22.0,2.0,2.0,5.0,7.0,6.0,6.0,6.0,5.0,4.0,6.0,7.0,8.0,6.0,7.0,6.0,0,6.0
2395,1,22.0,2.0,2.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,0,10.0
2397,1,22.0,2.0,2.0,5.0,7.0,5.0,6.0,6.0,4.0,4.0,6.0,8.0,8.0,8.0,4.0,5.0,0,6.0
2398,1,22.0,2.0,2.0,5.0,8.0,5.0,7.0,6.0,5.0,5.0,7.0,9.0,9.0,5.0,8.0,2.0,0,7.0
2401,1,22.0,2.0,2.0,9.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,9.0,6.0,10.0,1,9.0
2402,1,22.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,7.0,7.0,0,7.0
2404,1,22.0,2.0,2.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,9.0,9.0,10.0,9.0,9.0,7.0,1,8.0
2405,1,22.0,2.0,2.0,6.0,7.0,7.0,8.0,7.0,5.0,6.0,3.0,8.0,8.0,4.0,8.0,6.0,0,5.0
2406,1,22.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,9.0,10.0,9.0,9.0,7.0,1,8.0
2407,1,22.0,2.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,0,3.0
2408,0,29.0,4.0,8.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,10.0,10.0,8.0,6.0,7.0,1,7.0
2412,0,29.0,4.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,0,2.0
2413,0,29.0,4.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,8.0,7.0,5.0,5.0,4.0,0,5.0
2415,0,29.0,4.0,8.0,5.0,6.0,5.0,7.0,7.0,6.0,6.0,5.0,8.0,7.0,6.0,6.0,8.0,0,5.0
2416,0,29.0,4.0,8.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,3.0,8.0,8.0,4.0,6.0,3.0,0,4.0
2417,0,29.0,4.0,8.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,3.0,9.0,7.0,5.0,6.0,6.0,0,7.0
2418,0,23.0,6.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,10.0,10.0,7.0,10.0,8.0,0,5.0
2419,0,23.0,6.0,13.0,2.0,7.0,7.0,5.0,7.0,2.0,2.0,3.0,8.0,8.0,4.0,7.0,6.0,0,2.0
2420,0,23.0,6.0,13.0,2.0,8.0,8.0,7.0,8.0,6.0,4.0,7.0,6.0,6.0,6.0,5.0,7.0,0,6.0
2422,0,23.0,6.0,13.0,4.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,1,4.0
2423,0,23.0,6.0,13.0,4.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,5.0,0,6.0
2424,0,23.0,6.0,13.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,9.0,8.0,8.0,9.0,8.0,10.0,1,7.0
2425,0,23.0,6.0,13.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,5.0,9.0,8.0,7.0,8.0,8.0,0,5.0
2426,0,23.0,6.0,13.0,1.0,5.0,7.0,8.0,7.0,8.0,7.0,4.0,8.0,7.0,6.0,4.0,5.0,0,6.0
2427,0,23.0,6.0,13.0,4.0,6.0,7.0,6.0,7.0,7.0,4.0,5.0,8.0,8.0,6.0,8.0,9.0,1,8.0
2428,0,28.0,4.0,8.0,7.0,7.0,8.0,6.0,7.0,5.0,6.0,10.0,10.0,10.0,7.0,10.0,6.0,1,9.0
2429,0,28.0,4.0,8.0,6.0,5.0,6.0,6.0,7.0,4.0,6.0,3.0,8.0,8.0,4.0,7.0,6.0,0,2.0
2430,0,28.0,4.0,8.0,7.0,8.0,7.0,6.0,5.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,1,7.0
2432,0,28.0,4.0,8.0,7.0,5.0,6.0,8.0,6.0,4.0,4.0,6.0,5.0,7.0,5.0,5.0,7.0,0,4.0
2433,0,28.0,4.0,8.0,6.0,7.0,7.0,5.0,5.0,3.0,5.0,8.0,8.0,5.0,6.0,4.0,5.0,0,7.0
2435,0,28.0,4.0,8.0,8.0,6.0,7.0,8.0,7.0,6.0,5.0,7.0,8.0,7.0,7.0,8.0,7.0,1,6.0
2436,0,28.0,4.0,8.0,8.0,7.0,9.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,3.0,9.0,3.0,0,5.0
2437,0,28.0,4.0,8.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,6.0,9.0,9.0,3.0,9.0,6.0,0,5.0
2438,0,22.0,2.0,13.0,5.0,7.0,7.0,5.0,6.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,0,9.0
2439,0,22.0,2.0,13.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,9.0,9.0,8.0,9.0,5.0,0,6.0
2440,0,22.0,2.0,13.0,2.0,6.0,7.0,2.0,4.0,2.0,3.0,5.0,5.0,7.0,8.0,5.0,2.0,0,4.0
2442,0,22.0,2.0,13.0,1.0,6.0,6.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,0,2.0
2443,0,22.0,2.0,13.0,4.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,9.0,5.0,0,5.0
2445,0,22.0,2.0,13.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,0,5.0
2446,0,22.0,2.0,13.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,6.0,7.0,9.0,4.0,0,6.0
2447,0,22.0,2.0,13.0,5.0,7.0,7.0,6.0,7.0,5.0,6.0,6.0,8.0,8.0,6.0,8.0,7.0,0,8.0
2458,0,30.0,3.0,6.0,3.0,7.0,6.0,4.0,6.0,7.0,2.0,10.0,10.0,10.0,10.0,10.0,5.0,0,8.0
2459,0,30.0,3.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,2.0,8.0,8.0,9.0,9.0,9.0,10.0,0,10.0
2460,0,30.0,3.0,6.0,4.0,8.0,7.0,6.0,6.0,7.0,3.0,7.0,7.0,7.0,8.0,7.0,6.0,0,6.0
2462,0,30.0,3.0,6.0,4.0,8.0,7.0,6.0,7.0,6.0,3.0,7.0,6.0,6.0,6.0,5.0,6.0,0,3.0
2463,0,30.0,3.0,6.0,4.0,8.0,7.0,5.0,7.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,7.0,0,8.0
2464,0,30.0,3.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,10.0,8.0,10.0,9.0,9.0,5.0,1,9.0
2465,0,30.0,3.0,6.0,4.0,7.0,6.0,4.0,6.0,5.0,4.0,8.0,8.0,9.0,8.0,8.0,6.0,0,7.0
2466,0,30.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,7.0,7.0,8.0,8.0,6.0,4.0,0,7.0
2467,0,30.0,3.0,6.0,5.0,7.0,7.0,8.0,8.0,7.0,5.0,9.0,9.0,9.0,8.0,8.0,8.0,0,9.0
2468,0,24.0,4.0,8.0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,10.0,9.0,8.0,8.0,9.0,9.0,1,6.0
2469,0,24.0,4.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,9.0,10.0,8.0,8.0,8.0,5.0,0,9.0
2472,0,24.0,4.0,8.0,7.0,8.0,8.0,7.0,8.0,5.0,7.0,8.0,8.0,5.0,8.0,5.0,8.0,0,6.0
2473,0,24.0,4.0,8.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,8.0,8.0,6.0,6.0,5.0,0,6.0
2475,0,24.0,4.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,0,6.0
2476,0,24.0,4.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,6.0,4.0,1,7.0
2477,0,24.0,4.0,8.0,7.0,7.0,7.0,8.0,6.0,5.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,0,8.0
2478,0,22.0,1.0,4.0,8.0,9.0,8.0,9.0,10.0,7.0,7.0,10.0,10.0,10.0,8.0,10.0,9.0,0,9.0
2479,0,22.0,1.0,4.0,6.0,8.0,9.0,6.0,10.0,6.0,6.0,9.0,10.0,8.0,8.0,8.0,5.0,1,9.0
2482,0,22.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,7.0,5.0,6.0,2.0,5.0,0,3.0
2483,0,22.0,1.0,4.0,5.0,10.0,8.0,8.0,9.0,4.0,4.0,6.0,7.0,7.0,6.0,7.0,6.0,0,6.0
2485,0,22.0,1.0,4.0,8.0,9.0,8.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,5.0,1,7.0
2486,0,22.0,1.0,4.0,6.0,4.0,4.0,9.0,5.0,9.0,6.0,7.0,7.0,6.0,5.0,6.0,3.0,0,3.0
2487,0,22.0,1.0,4.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,10.0,8.0,6.0,9.0,9.0,1,8.0
2488,0,22.0,1.0,4.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,10.0,10.0,8.0,9.0,6.0,0,7.0
2489,0,22.0,1.0,4.0,7.0,7.0,8.0,9.0,8.0,8.0,6.0,6.0,8.0,9.0,9.0,9.0,5.0,0,9.0
2492,0,22.0,1.0,4.0,1.0,7.0,8.0,9.0,10.0,9.0,10.0,5.0,7.0,7.0,6.0,7.0,5.0,0,2.0
2493,0,22.0,1.0,4.0,6.0,8.0,8.0,8.0,9.0,8.0,6.0,5.0,7.0,6.0,6.0,7.0,5.0,0,6.0
2495,0,22.0,1.0,4.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,5.0,7.0,7.0,7.0,8.0,5.0,0,6.0
2496,0,22.0,1.0,4.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,3.0,8.0,7.0,6.0,7.0,3.0,0,5.0
2497,0,22.0,1.0,4.0,5.0,8.0,9.0,9.0,9.0,6.0,8.0,3.0,9.0,7.0,6.0,8.0,6.0,0,8.0
2498,0,24.0,2.0,11.0,8.0,9.0,9.0,7.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,1,10.0
2499,0,24.0,2.0,11.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,10.0,0,6.0
